Queries,,Model,Article1/Ranking,Article2/Ranking,Article3/Ranking,Article4/Ranking,Article5/Ranking,Article6/Ranking,Article7/Ranking,Article8/Ranking,Article9/Ranking,Article10/Ranking,Article11/Ranking,Article12/Ranking,"Non-parametric (Friedman, Nemenyi)"
Amnesty International alleges that Bangladesh killed 466 people in 2018 under the guise of an anti-drugs campaign in what appears to be a wave of extrajudicial executions.,0,Title,"(48, 'ms')","(47652, 'zh')","(111104, 'en')","(29207, 'en')","(13008, 'ta')","(3522, 'ta')","(6493, 'ta')","(43747, 'zh')","(37167, 'zh')","(35827, 'en')","(217, 'ms')","(517, 'ms')",p=0.717
Amnesty International alleges that Bangladesh killed 466 people in 2018 under the guise of an anti-drugs campaign in what appears to be a wave of extrajudicial executions.,1,BWE-Agg-Add,0.3476359325538679,0.32098517287736245,0.6360977218271022,0.5463885960487025,0.48864657585070653,0.49675274034147066,0.5516891083401525,0.3422447876278085,0.31592695856177855,0.5458058320226895,0.20081326453001902,0.26331244449704666,0.3994903722824976
Amnesty International alleges that Bangladesh killed 466 people in 2018 under the guise of an anti-drugs campaign in what appears to be a wave of extrajudicial executions.,2,BWE-Agg-IDF,0.3444210281667289,0.3330198169851898,0.6397100397768877,0.5192399848897581,0.477766259211112,0.4863340337695075,0.5531177596448091,0.2845740052465631,0.3228453084988679,0.47724361370632107,0.18740451788777077,0.2654779932844489,0.3002548138587512
Amnesty International alleges that Bangladesh killed 466 people in 2018 under the guise of an anti-drugs campaign in what appears to be a wave of extrajudicial executions.,3,LASER,0.6604847148917576,0.6282345202373762,0.32429143115788733,0.5686759935873233,0.19166044146186298,0.2034090523418195,0.2052215775015246,0.5768427052323408,0.6069252349680763,0.3717854694700103,0.6321215307272541,0.6499749577239445,0.3002548138587512
The United States formally begins process to pull out of the Paris Agreement on climate change.,0,Title,"(356, 'ms')","(4954, 'ta')","(12260, 'ta')","(90950, 'en')","(22641, 'zh')","(34739, 'en')","(33536, 'zh')","(18358, 'zh')","(60313, 'en')","(371, 'ms')","(608, 'ms')","(4504, 'ta')",p=0.779
The United States formally begins process to pull out of the Paris Agreement on climate change.,1,BWE-Agg-Add,0.6107741637468558,0.5214062888965816,0.5533877181510584,0.7654502485851123,0.5015734252389813,0.6448476563110357,0.3775056336599836,0.5300481370669853,0.6410013554159469,0.4211898378132473,0.3781535299070831,0.5356464239789163,0.33333333333333337
The United States formally begins process to pull out of the Paris Agreement on climate change.,2,BWE-Agg-IDF,0.6351547951753185,0.5468300699925918,0.5540007208495136,0.7370247485800452,0.5278701758646868,0.6067812565018659,0.3828615878349213,0.5281558119095394,0.6071801364913414,0.3867042150560632,0.33694603041064536,0.566850019067235,0.33333333333333337
The United States formally begins process to pull out of the Paris Agreement on climate change.,3,LASER,0.3741733749725915,0.5049738496215977,0.11933493093953514,0.5633082231327856,0.5456816390196331,0.2872610628835151,0.5291877909675783,0.5328640762647845,0.37788864567824115,0.6036466755200165,0.6017586171132252,0.09863631444836357,0.33333333333333337
"11,000 scientists from around the world publish a study in the journal BioScience, warning ""clearly and unequivocally that planet Earth is facing a climate emergency"".",0,Title,"(495, 'ms')","(98244, 'en')","(16480, 'zh')","(3999, 'ta')","(5769, 'ta')","(356, 'ms')","(9146, 'zh')","(103194, 'en')","(33168, 'zh')","(10648, 'ta')","(784, 'en')","(966, 'ms')",p=0.717
"11,000 scientists from around the world publish a study in the journal BioScience, warning ""clearly and unequivocally that planet Earth is facing a climate emergency"".",1,BWE-Agg-Add,0.42695846199913556,0.5710707863062741,0.4152495661365693,0.4551953592775399,0.42961779896881125,0.361282256962718,0.41593530846389265,0.6053232673281291,0.29341541069118265,0.4236875555421257,0.6229963323783034,0.29460342522431693,0.3994903722824976
"11,000 scientists from around the world publish a study in the journal BioScience, warning ""clearly and unequivocally that planet Earth is facing a climate emergency"".",2,BWE-Agg-IDF,0.4086078319851993,0.5789086222515571,0.43137338813139603,0.45582149402013805,0.42016774520447286,0.37706206819550764,0.3976464554608695,0.5636782120194117,0.2855428395230797,0.4262786521235032,0.5837229610579425,0.27832288389545784,0.3002548138587512
"11,000 scientists from around the world publish a study in the journal BioScience, warning ""clearly and unequivocally that planet Earth is facing a climate emergency"".",3,LASER,0.6500507553845373,0.3785488755133492,0.6776575475382105,0.15557926594775306,0.21671494887187823,0.412901945846061,0.6125724938424703,0.642891105162021,0.4750875600550749,0.21924746987257235,0.5342418123874361,0.40481986626080757,0.3002548138587512
Air pollution in parts of India hits record levels.,0,Title,"(90, 'ms')","(21827, 'zh')","(9114, 'ta')","(890, 'ms')","(7095, 'en')","(106708, 'en')","(9867, 'ta')","(112959, 'en')","(18675, 'zh')","(12040, 'ta')","(9236, 'zh')","(427, 'ms')",p=0.717
Air pollution in parts of India hits record levels.,1,BWE-Agg-Add,0.2943487514880441,0.44295343940284354,0.5843339058741519,0.15387453062584341,0.6737706465400298,0.6376943488449913,0.5078122584250923,0.6254047402296269,0.3129948117724502,0.5029239661204343,0.3343919518585681,0.1949741109961002,0.3002548138587512
Air pollution in parts of India hits record levels.,2,BWE-Agg-IDF,0.28938878943692536,0.4779098648069434,0.5846281129703232,0.13256458115049283,0.6742671329875914,0.6721582979900548,0.535172106300017,0.6284349932371172,0.3139638487009942,0.5057664245614769,0.3317349870468853,0.17240977051231252,0.3002548138587512
Air pollution in parts of India hits record levels.,3,LASER,0.5047930487303678,0.5325139191205419,0.10490885031802995,0.5164103575221366,0.24784951266425742,0.25511592019101165,0.44752770359634964,0.27591311407666025,0.4799042598890768,0.12443678152942564,0.4377767630025014,0.4368858984830772,0.3994903722824976
2019 Fada N'gourma attack: At least 37 people are killed and 60 others injured when gunmen attack a Canadian gold mining company convoy on a road in Burkina Faso.,0,Title,"(429, 'ms')","(43634, 'zh')","(574, 'ms')","(23360, 'en')","(4461, 'ta')","(11480, 'ta')","(9951, 'ta')","(22736, 'en')","(97375, 'en')","(21481, 'zh')","(6393, 'zh')","(672, 'ms')",p=0.558
2019 Fada N'gourma attack: At least 37 people are killed and 60 others injured when gunmen attack a Canadian gold mining company convoy on a road in Burkina Faso.,1,BWE-Agg-Add,0.3005805611962885,0.43117501827340465,0.47835309132313675,0.6757062546562903,0.5226883779326634,0.5029484148309521,0.4804349479353796,0.5939490356618287,0.6852119921308597,0.4112294666910024,0.4278140431942405,0.358637898486936,0.31165843888359185
2019 Fada N'gourma attack: At least 37 people are killed and 60 others injured when gunmen attack a Canadian gold mining company convoy on a road in Burkina Faso.,2,BWE-Agg-IDF,0.294329560184192,0.43522973251763536,0.45250423406951684,0.7350877225315802,0.5354635915654571,0.5099635485542046,0.5011632646026983,0.5415149823940453,0.7324820252823422,0.44575444929253916,0.4493044722655319,0.34364410597043815,0.37668312223281636
2019 Fada N'gourma attack: At least 37 people are killed and 60 others injured when gunmen attack a Canadian gold mining company convoy on a road in Burkina Faso.,3,LASER,0.7327145487166004,0.672168927633821,0.7598680367496703,0.4640926656352996,0.25878343224962264,0.37054263430754836,0.22691050146000574,0.6056297418594966,0.34745749622523575,0.7053517558885015,0.7196832995867375,0.7461009243694018,0.31165843888359185
"Former Congolese rebel leader Bosco Ntaganda is sentenced to 30 years in prison for war crimes and crimes against humanity, the longest sentence ever handed down by the International Criminal Court.",0,Title,"(605, 'ms')","(8025, 'ta')","(33288, 'en')","(29005, 'zh')","(28826, 'zh')","(11050, 'ta')","(13895, 'en')","(101452, 'en')","(23170, 'zh')","(10531, 'ta')","(597, 'ms')","(695, 'ms')",p=0.338
"Former Congolese rebel leader Bosco Ntaganda is sentenced to 30 years in prison for war crimes and crimes against humanity, the longest sentence ever handed down by the International Criminal Court.",1,BWE-Agg-Add,0.34792486127857286,0.3321231424985213,0.46006070963624046,0.555672598674202,0.3333478139470656,0.4005330305055753,0.5707056639253149,0.49500841903978615,0.4493787665781814,0.4346480899343844,0.2536742429307586,0.2198370153546641,0.46149310096338003
"Former Congolese rebel leader Bosco Ntaganda is sentenced to 30 years in prison for war crimes and crimes against humanity, the longest sentence ever handed down by the International Criminal Court.",2,BWE-Agg-IDF,0.34720124606414426,0.343686190110226,0.45691065161358574,0.570261843274996,0.376648465810468,0.37752290308466874,0.5133364350960391,0.4629843229769322,0.503627429184616,0.4149980835690348,0.26153971425670336,0.2183515814610282,0.26925344951831
"Former Congolese rebel leader Bosco Ntaganda is sentenced to 30 years in prison for war crimes and crimes against humanity, the longest sentence ever handed down by the International Criminal Court.",3,LASER,0.6756151071109333,0.23182295680555157,0.42231731652192916,0.7151328218517703,0.6702738340213571,0.205224726080836,0.6295243349971963,0.3962970861269209,0.6332653304298737,0.5999208890707459,0.606777686803881,0.6769397926883493,0.26925344951831
"The Supreme Court of India awards a holy site in Ayodhya, Uttar Pradesh to Hindus, rejecting a Muslim claim. The move is likely to spur sectarian disputes.",0,Title,"(35314, 'zh')","(60596, 'en')","(933, 'ms')","(6242, 'ta')","(743, 'ms')","(7224, 'ta')","(5470, 'ta')","(918, 'ms')","(62975, 'en')","(1766, 'en')","(13621, 'zh')","(171, 'zh')",p=0.472
"The Supreme Court of India awards a holy site in Ayodhya, Uttar Pradesh to Hindus, rejecting a Muslim claim. The move is likely to spur sectarian disputes.",1,BWE-Agg-Add,0.5864132628855513,0.7663163652043123,0.3557540355621565,0.5860324563130729,0.4574824270224154,0.5401462712329329,0.6516711810336846,0.4110366492325286,0.6016712958241882,0.6990239560809401,0.5883961737974494,0.4631781867130791,0.2630848141485789
"The Supreme Court of India awards a holy site in Ayodhya, Uttar Pradesh to Hindus, rejecting a Muslim claim. The move is likely to spur sectarian disputes.",2,BWE-Agg-IDF,0.6142664593728117,0.843034728845112,0.3156285627218859,0.6054537190914182,0.4173247541437428,0.544723708268887,0.6595033629011378,0.35422302263631206,0.6514174348639794,0.7648569784989808,0.6315518694044739,0.5108082283927807,0.2630848141485789
"The Supreme Court of India awards a holy site in Ayodhya, Uttar Pradesh to Hindus, rejecting a Muslim claim. The move is likely to spur sectarian disputes.",3,LASER,0.6974176328502708,0.3414178099324915,0.2647367363549498,0.21643637404353858,0.5140419895589661,0.22900416116616548,0.23010866945474562,0.7584310709490263,0.741816689134551,0.3332834618228494,0.7085232282976435,0.6738144226145248,0.4738303717028421
"Cyclone Bulbul kills seven in West Bengal, India and seven in Bangladesh. 2,000,000 people are evacuated.",0,Title,"(5312, 'zh')","(9565, 'ta')","(519, 'ms')","(77245, 'en')","(951, 'ms')","(74287, 'en')","(86404, 'en')","(11751, 'ta')","(1801, 'zh')","(721, 'ms')","(9774, 'ta')","(42672, 'zh')",p=0.125
"Cyclone Bulbul kills seven in West Bengal, India and seven in Bangladesh. 2,000,000 people are evacuated.",1,BWE-Agg-Add,0.532492255648802,0.4001043287574501,0.2890820584984668,0.5949749880402807,0.3755404216520821,0.6359480677701845,0.5914118566423513,0.47060623574492233,0.2320723573628933,0.2068506288869427,0.37130603835188875,0.4981239881806736,0.13406968323063756
"Cyclone Bulbul kills seven in West Bengal, India and seven in Bangladesh. 2,000,000 people are evacuated.",2,BWE-Agg-IDF,0.5841989203244812,0.3977548706914667,0.24247962596891526,0.6684297999739408,0.4090478083197838,0.6474776245817404,0.6819753689219339,0.49135232944953927,0.2925634193396457,0.1826906676132758,0.3424684609394957,0.5433512690417569,0.7318606335387249
"Cyclone Bulbul kills seven in West Bengal, India and seven in Bangladesh. 2,000,000 people are evacuated.",3,LASER,0.7259450462462961,0.44444662722476014,0.543558798622133,0.646475575421551,0.6768667770048175,0.7226181492868214,0.3204161371915354,0.1068297370249349,0.6871720130782546,0.6512800774657871,0.14575751204800064,0.6749079829011153,0.13406968323063756
"The November 2019 Spanish general election takes place, for all 350 seats in the Congress of Deputies and 208 (of the 266) seats in the Senate.",0,Title,"(483, 'ms')","(24082, 'en')","(20552, 'zh')","(5554, 'ta')","(3808, 'ta')","(19148, 'zh')","(5606, 'ta')","(27994, 'zh')","(113874, 'en')","(111393, 'en')","(651, 'ms')","(977, 'ms')",p=0.097
"The November 2019 Spanish general election takes place, for all 350 seats in the Congress of Deputies and 208 (of the 266) seats in the Senate.",1,BWE-Agg-Add,0.42232807543753764,0.6625312212813332,0.4948370121894786,0.5133134693029076,0.4857756774642963,0.4936708735701978,0.5691375685581486,0.40977837740794865,0.5852896111570991,0.6071054440297825,0.2036834560843007,0.24688110870302268,0.23456257933819458
"The November 2019 Spanish general election takes place, for all 350 seats in the Congress of Deputies and 208 (of the 266) seats in the Senate.",2,BWE-Agg-IDF,0.39624972385069723,0.6560500691906601,0.4937170597962027,0.49678222664392546,0.4661340223327995,0.4734499336401951,0.5800026699724835,0.44404141655245066,0.5482441866965352,0.5529808716125915,0.19241619691618883,0.22316337517726312,0.23456257933819458
"The November 2019 Spanish general election takes place, for all 350 seats in the Congress of Deputies and 208 (of the 266) seats in the Senate.",3,LASER,0.5809157328931963,0.3215190774191488,0.6114657310848118,0.19811679235869545,0.19214212315880835,0.6084270050518075,0.16309033666871084,0.6035655489287005,0.5647341798690662,0.55552518151913,0.6822770636849261,0.5983984009020844,0.5308748413236108
2019 Bolivian protests: President Evo Morales resigns after calling for a re-vote in the disputed elections.,0,Title,"(24347, 'zh')","(10696, 'ta')","(115699, 'en')","(93, 'ms')","(551, 'ms')","(1915, 'zh')","(18185, 'en')","(11618, 'ta')","(50772, 'en')","(398, 'ms')","(5017, 'ta')","(44413, 'zh')",p=0.717
2019 Bolivian protests: President Evo Morales resigns after calling for a re-vote in the disputed elections.,1,BWE-Agg-Add,0.5322657843121827,0.43896270649041047,0.6282553961572583,0.385799570700977,0.3771850927323871,0.38194217303044764,0.6362253906497576,0.5266409434650005,0.6733656368172513,0.29134532624060716,0.44925585525276546,0.3888359597682979,0.3002548138587512
2019 Bolivian protests: President Evo Morales resigns after calling for a re-vote in the disputed elections.,2,BWE-Agg-IDF,0.5718703289800198,0.4297586695677056,0.6352107462148504,0.3692844181200376,0.3835628231991629,0.31372025425741473,0.6693269092824842,0.5204276747515902,0.6880342861967965,0.28594737727996916,0.4872774858961623,0.391298441554451,0.3994903722824976
2019 Bolivian protests: President Evo Morales resigns after calling for a re-vote in the disputed elections.,3,LASER,0.6910958830951323,0.14656952531794273,0.2874444283167633,0.6563415262010064,0.5075347685659362,0.6062463756024007,0.36860278262930285,0.0883307099583621,0.4422932558622826,0.5846290509716893,0.5656539315734923,0.5045169675023291,0.3002548138587512
A transit of Mercury occurs.,0,Title,"(42931, 'en')","(752, 'ms')","(6902, 'ta')","(16015, 'zh')","(41111, 'zh')","(9792, 'ta')","(201, 'ms')","(42686, 'en')","(2239, 'ta')","(8590, 'zh')","(28, 'ms')","(9515, 'en')",p=0.558
A transit of Mercury occurs.,1,BWE-Agg-Add,0.531092279316777,0.18249587761905234,0.3218958059261689,0.24891760039230942,0.26887869479132087,0.326288637564255,0.30286929525962336,0.2694155656202846,0.2902342111325637,0.31665770365370044,0.3227264414171166,0.4463933886202338,0.31165843888359185
A transit of Mercury occurs.,2,BWE-Agg-IDF,0.5491530879659648,0.1887528519600172,0.33017552705611114,0.26444594974804475,0.2583389695403214,0.3427138075105771,0.30639153348789183,0.2491022769457176,0.2898807555097699,0.32408736523564996,0.3148833423550115,0.4885036915265058,0.37668312223281636
A transit of Mercury occurs.,3,LASER,0.37299301915461247,0.4442733597579249,0.17070479689917953,0.4422708086646316,0.4028018004778457,0.14995018656019693,0.4502682937000797,0.27406907768622046,0.10128310712478689,0.3769976579007235,0.46219577528954414,0.2886422714048266,0.31165843888359185
2019 Hong Kong protests: A traffic officer shot a youth in Sai Wan Ho during city-wide strike. A man was also set on fire by protesters on the same day.,0,Title,"(215, 'ms')","(113374, 'en')","(38194, 'zh')","(4055, 'zh')","(8643, 'ta')","(8240, 'ta')","(8400, 'ta')","(90450, 'en')","(149, 'ms')","(55630, 'en')","(126, 'ms')","(22690, 'zh')",p=0.717
2019 Hong Kong protests: A traffic officer shot a youth in Sai Wan Ho during city-wide strike. A man was also set on fire by protesters on the same day.,1,BWE-Agg-Add,0.33710758010028957,0.7704397731849068,0.4632083289125132,0.45002160581666184,0.552993846575627,0.5008774456511129,0.5796402392661347,0.7181494664627462,0.34110823888556296,0.756298194661442,0.43874009773086897,0.5312950953226621,0.3002548138587512
2019 Hong Kong protests: A traffic officer shot a youth in Sai Wan Ho during city-wide strike. A man was also set on fire by protesters on the same day.,2,BWE-Agg-IDF,0.2956008284538624,0.7727848599826894,0.4537449795792983,0.47046582526786385,0.5636675459999725,0.49112288254536157,0.5607220632419365,0.7291784953969189,0.32002514352905315,0.7551711362267063,0.42390995132109344,0.524547577856733,0.3002548138587512
2019 Hong Kong protests: A traffic officer shot a youth in Sai Wan Ho during city-wide strike. A man was also set on fire by protesters on the same day.,3,LASER,0.7056619956066786,0.2970139538913084,0.6578943318904206,0.5796711309510035,0.13828450996980549,0.30211976306793664,0.2662143635449904,0.42756509734270604,0.6035549201814997,0.3587969510093682,0.7168517231394623,0.5782298687959256,0.3994903722824976
Public impeachment hearings against U.S. President Donald Trump begin in the House of Representatives.,0,Title,"(608, 'ms')","(33176, 'zh')","(483, 'ms')","(39062, 'en')","(11618, 'ta')","(88040, 'en')","(9517, 'ta')","(5903, 'zh')","(1391, 'ta')","(46727, 'zh')","(51766, 'en')","(93, 'ms')",p=0.050
Public impeachment hearings against U.S. President Donald Trump begin in the House of Representatives.,1,BWE-Agg-Add,0.627436343717841,0.6296863138059432,0.4464656132118728,0.8279956843220176,0.49808046479284984,0.7930483431879095,0.4402884114785387,0.6279338674181789,0.4602016512918449,0.6024618159916383,0.7804725605459243,0.4791736960182037,0.07365950791625944
Public impeachment hearings against U.S. President Donald Trump begin in the House of Representatives.,2,BWE-Agg-IDF,0.5949408998492262,0.6509410954612784,0.4104364364876184,0.8065097255384146,0.4930159863965302,0.7855692890792153,0.43736080535471883,0.6460937309835848,0.45932251684797426,0.6144058787402698,0.7739804429029911,0.47601133887931774,0.8526809841674812
Public impeachment hearings against U.S. President Donald Trump begin in the House of Representatives.,3,LASER,0.7175611660536384,0.6114507962399078,0.6448746735095522,0.3359767514911331,0.079895158306483,0.5582099707628979,0.12092012668537287,0.6201344544320884,0.36805097712312296,0.5888234508659915,0.4350289045171482,0.6467252798676278,0.07365950791625944
"2019 Hong Kong Protests: The Chinese University of Hong Kong officially announces a premature end to the semester as a result of large-scale protests and civil unrest. Besides CUHK, several Hong Kong universities switch to online learning and suspend on-campus class. The Education Bureau in Hong Kong officially announces to close all schools in Hong Kong due to the ongoing protests.",0,Title,"(215, 'ms')","(126, 'ms')","(97783, 'en')","(16, 'ta')","(44308, 'zh')","(7099, 'zh')","(4639, 'zh')","(6953, 'ta')","(97897, 'en')","(112896, 'en')","(10277, 'ta')","(12, 'ms')",p=0.046
"2019 Hong Kong Protests: The Chinese University of Hong Kong officially announces a premature end to the semester as a result of large-scale protests and civil unrest. Besides CUHK, several Hong Kong universities switch to online learning and suspend on-campus class. The Education Bureau in Hong Kong officially announces to close all schools in Hong Kong due to the ongoing protests.",1,BWE-Agg-Add,0.43946187862137626,0.6024315248924202,0.4620936099142759,0.5102747313757122,0.5509100608773092,0.47819670710109274,0.5605970165067017,0.5609245809019917,0.567667044342748,0.5945306357291275,0.49747519587071726,0.45501281360784585,0.44534031457487633
"2019 Hong Kong Protests: The Chinese University of Hong Kong officially announces a premature end to the semester as a result of large-scale protests and civil unrest. Besides CUHK, several Hong Kong universities switch to online learning and suspend on-campus class. The Education Bureau in Hong Kong officially announces to close all schools in Hong Kong due to the ongoing protests.",2,BWE-Agg-IDF,0.3702267826171693,0.5826316346323753,0.33895635111000866,0.5018023737013256,0.5658928315749862,0.4645297961524594,0.5367497711927504,0.5304611911103868,0.4749303259236781,0.4697227323045416,0.46990408087855023,0.44910400952849966,0.27732984271256184
"2019 Hong Kong Protests: The Chinese University of Hong Kong officially announces a premature end to the semester as a result of large-scale protests and civil unrest. Besides CUHK, several Hong Kong universities switch to online learning and suspend on-campus class. The Education Bureau in Hong Kong officially announces to close all schools in Hong Kong due to the ongoing protests.",3,LASER,0.7458650642318639,0.8123051912986509,0.7492121412951931,0.21021873264318006,0.7715694257739714,0.7107236994341954,0.7784232208424745,0.34050337687697435,0.3838732452596803,0.7696173338370754,0.4409974931432456,0.6951437079183008,0.27732984271256184
Italy declares a state of emergency in Venice following record flooding.,0,Title,"(107, 'ms')","(62278, 'en')","(31883, 'zh')","(2493, 'ta')","(9828, 'ta')","(6745, 'zh')","(12375, 'ta')","(20079, 'zh')","(83808, 'en')","(90, 'ms')","(109227, 'en')","(618, 'ms')",p=0.076
Italy declares a state of emergency in Venice following record flooding.,1,BWE-Agg-Add,0.38233422705896103,0.49384377279769376,0.3627245180055835,0.3557492481706369,0.4316885193553529,0.41963601558910846,0.48906251622992164,0.37274573743186795,0.4144865829577034,0.24955586777422084,0.525772310310747,0.35469695920428207,0.7188774966983579
Italy declares a state of emergency in Venice following record flooding.,2,BWE-Agg-IDF,0.39027112448331885,0.4284245305765779,0.4140806040049883,0.350544041513553,0.42943750536975195,0.4018852747243086,0.4779711220548302,0.3470751352977091,0.31525774103070164,0.21871732333474952,0.46257142662487305,0.3884951567838663,0.14056125165082103
Italy declares a state of emergency in Venice following record flooding.,3,LASER,0.5899162837405546,0.5809885913445166,0.5741702622869138,0.07925166014448955,0.46063012359893685,0.5579149310497424,0.07876941603890945,0.5102730896783103,0.255373551362526,0.5643131089136677,0.4877654320564501,0.5949881918945819,0.14056125165082103
"2019 Hong Kong protests: Police use tear gas and water cannons against protesters who try to break through cordons and reach The Hong Kong Polytechnic University, which is at the center of a week-long standoff between demonstrators and law enforcement. Protesters fight back with Molotov cocktails, arrows, and bricks.",0,Title,"(20962, 'zh')","(83971, 'en')","(4055, 'zh')","(8643, 'ta')","(500, 'ms')","(215, 'ms')","(5621, 'ta')","(126, 'ms')","(9698, 'ta')","(35369, 'en')","(97897, 'en')","(49400, 'zh')",p=0.920
"2019 Hong Kong protests: Police use tear gas and water cannons against protesters who try to break through cordons and reach The Hong Kong Polytechnic University, which is at the center of a week-long standoff between demonstrators and law enforcement. Protesters fight back with Molotov cocktails, arrows, and bricks.",1,BWE-Agg-Add,0.48607781533693256,0.7711994872332874,0.4770906514019772,0.5442833854948413,0.3961089298660673,0.28367540579898387,0.5151456740751787,0.4581188715624209,0.5028569155256857,0.7667803788795307,0.7683699233288349,0.453816617319706,0.3333333333333333
"2019 Hong Kong protests: Police use tear gas and water cannons against protesters who try to break through cordons and reach The Hong Kong Polytechnic University, which is at the center of a week-long standoff between demonstrators and law enforcement. Protesters fight back with Molotov cocktails, arrows, and bricks.",2,BWE-Agg-IDF,0.516951963961797,0.7921225637889675,0.5102966644089082,0.5445392574851684,0.37038418785141164,0.2563252534276955,0.5237766598590455,0.45540321406592355,0.5085678351733218,0.7654730776209212,0.7425031067024552,0.4601356506609775,0.3333333333333333
"2019 Hong Kong protests: Police use tear gas and water cannons against protesters who try to break through cordons and reach The Hong Kong Polytechnic University, which is at the center of a week-long standoff between demonstrators and law enforcement. Protesters fight back with Molotov cocktails, arrows, and bricks.",3,LASER,0.5357870501361044,0.37349117318218567,0.7173745273050948,0.1933002661403713,0.762818470488838,0.7325327700458153,0.2534856033394919,0.7666341817530871,0.33750826407686374,0.3957790448628651,0.3868677852740963,0.7911328860574313,0.3333333333333333
Google enters the video game market with the launch of Stadia.,0,Title,"(31624, 'zh')","(5166, 'en')","(400, 'ms')","(2516, 'ta')","(11515, 'ta')","(11236, 'zh')","(374, 'ms')","(82951, 'en')","(4309, 'ta')","(99972, 'en')","(217, 'ms')","(1642, 'zh')",p=0.779
Google enters the video game market with the launch of Stadia.,1,BWE-Agg-Add,0.441039669204691,0.47671754785541054,0.2123007552753766,0.3541080461842201,0.3979186116630277,0.4516129477682898,0.36601349346385154,0.5789758663295609,0.43081299461390515,0.46704742166763075,0.27721377716513773,0.41272052637366236,0.33333333333333337
Google enters the video game market with the launch of Stadia.,2,BWE-Agg-IDF,0.44693527072669453,0.4627432400146326,0.21759663987431604,0.3572914701687872,0.4017963159250459,0.44764257576266536,0.3479415389683617,0.5906337751753054,0.443216273215543,0.45921481040922063,0.27653888961007456,0.4030155324958335,0.33333333333333337
Google enters the video game market with the launch of Stadia.,3,LASER,0.5145157430324264,0.46218376343111395,0.5840050216097862,0.08595548903624194,0.11770433398596655,0.4448292539274072,0.6244726159974615,0.36022619904887504,0.12523555598176195,0.3210992235587103,0.5468889645641304,0.5143532435699346,0.33333333333333337
"Israeli Prime Minister Benjamin Netanyahu is indicted on charges of bribery, fraud and breach of trust.",0,Title,"(35545, 'zh')","(83854, 'en')","(4682, 'ta')","(118, 'ms')","(8068, 'ta')","(474, 'ms')","(84252, 'en')","(154, 'ms')","(23986, 'en')","(4594, 'ta')","(35662, 'zh')","(18732, 'zh')",p=0.097
"Israeli Prime Minister Benjamin Netanyahu is indicted on charges of bribery, fraud and breach of trust.",1,BWE-Agg-Add,0.4108030299245468,0.43152640370047984,0.41409372720661886,0.5369468749609713,0.4676840528647032,0.3490216541083361,0.5555310424646042,0.3699721828321047,0.3209403854863833,0.34868440162501785,0.48517054830613604,0.45998194436524226,0.2345625793381963
"Israeli Prime Minister Benjamin Netanyahu is indicted on charges of bribery, fraud and breach of trust.",2,BWE-Agg-IDF,0.44259029132743005,0.4147353525633105,0.4019171116397314,0.5460921639419047,0.46232545219359567,0.3602268558863409,0.5606631512637456,0.3707727843780173,0.314914421019312,0.3374711032570795,0.5255596819167552,0.4871273929558765,0.5308748413236074
"Israeli Prime Minister Benjamin Netanyahu is indicted on charges of bribery, fraud and breach of trust.",3,LASER,0.6113577583658094,0.5709163559662203,0.0967259489727468,0.5992723031673964,0.1905268631849654,0.5816993084510201,0.5746398100532886,0.3575686557281539,0.5145551900106953,0.5841108563034317,0.6189447921754389,0.6181906513228475,0.2345625793381963
"An independence referendum begins in Bougainville, Papua New Guinea. Voters overwhelmingly choose independence.",0,Title,"(398, 'ms')","(87001, 'en')","(3808, 'ta')","(34213, 'zh')","(43660, 'en')","(40787, 'zh')","(301, 'ms')","(7194, 'ta')","(12571, 'ta')","(26312, 'zh')","(34904, 'en')","(326, 'ms')",p=0.558
"An independence referendum begins in Bougainville, Papua New Guinea. Voters overwhelmingly choose independence.",1,BWE-Agg-Add,0.23083488557166779,0.6597668340714435,0.42512520928669634,0.47374797931401663,0.5032006714012655,0.46970330790444825,0.10032668229346303,0.42341225629559537,0.38167752253547527,0.42088104985808544,0.6144450499515568,0.31623855176415905,0.37668312223281664
"An independence referendum begins in Bougainville, Papua New Guinea. Voters overwhelmingly choose independence.",2,BWE-Agg-IDF,0.22445842037852012,0.7770106124160856,0.40980927055812816,0.462525839924931,0.4753056088527272,0.5117501073170103,0.1047542974084071,0.4203039100851177,0.3722058663986487,0.4559469559750531,0.6646647477562743,0.28898674920618106,0.3116584388835917
"An independence referendum begins in Bougainville, Papua New Guinea. Voters overwhelmingly choose independence.",3,LASER,0.627218364323169,0.7383791780067254,0.20484008694898875,0.619207674179544,0.5710186034414507,0.6401299092619348,0.29478775746578245,0.2022544183178549,0.1759881622145017,0.621138253867849,0.37490269950778243,0.6504365723433954,0.3116584388835917
The last known Sumatran rhinoceros in Malaysia dies.,0,Title,"(492, 'ms')","(34208, 'zh')","(60588, 'en')","(8668, 'ta')","(13669, 'en')","(11615, 'ta')","(5, 'ms')","(7617, 'ta')","(6514, 'zh')","(36770, 'en')","(23068, 'zh')","(271, 'ms')",p=0.174
The last known Sumatran rhinoceros in Malaysia dies.,1,BWE-Agg-Add,0.21429469909099325,0.43488166197317357,0.5140419623131756,0.30341901499365626,0.4204800039708384,0.3447537456214085,0.2480172013283151,0.3552244899473007,0.4066775162074057,0.3689082027275149,0.29153331921457776,0.07551696781027949,0.2086673863834744
